Done By,Document Name,Document Date,Document Type,Document Source,Document Location,Street Address,City,Province,Postal Code,Price,Listing ID,Property Type,Building Type,Storeys,Community Name,Title,Land Size Length,Land Size Length Unit,Land Size Width,Land Size Width Unit,Parking Type,Description,Amenities Nearby,Features,Parking Type,Total Parking Spaces,Basement Features,Basement Type,Bathrooms,Bedrooms Above Grade,Bedrooms Below Grade,Cooling,Exterior Finish,Heating Fuel,Heating Type,Style,Room Level,Room Type,Room Length,Room Length Unit,Room Width,Room Width Unit,Walk Score,Dependence,Realtor Name,Realtor Phone Number,Real Estate Company,Real Estate Address,Real Estate City,Real Estate Province,Real Estate Postal Code,Real Estate Phone Number,Real Estae Fax Number
Robin Wilke,V1101014,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15243979,,4112 Marine Dr,West Vancouver,BC,V7V1N6,"$6,500,000.00",V1101014,Single Family,House,,,Freehold,7900,Sq Ft,,,,"""Sensational Waterfront Estate "" Spectacular South Facing views from the Lions Gate Bridge to Vancouver Island.Incredible architectural contemporary home in this stunning seaside setting. Great opportunity to hold or build your dream waterfront home !",,,,,Unknown,None (Unknown),3,4,,,,,,Detached,,,,,,,3,Car-Dependent,Wells Peng,604-518-2896,New Coast Realty (Richmond),#203 - 7080 River Rd,Richmond,BC,V6X1X5,604-370-2023,604-370-2017
Robin Wilke,V1101209,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15247280/1257-CHARTWELL-PL-West-...,,1257 Chartweel Pl,West Vancouver,BC,V7S2S2,"$4,498,000.00",V1101209,Single Family,House,,,Freehold,20977,Sq Ft,,,,"It's here, two level amazing home 1257 Chartwell Place is located in lower Chartwell with a fantastic city and harbour view in West Vancouver. It has been recently renovated with the flooring, kitchen, painting and basement. The back yard is spacious and privacy, dinning & living area with a high vaulted ceiling and fireplace. Simple layout supply capacious space upstairs and downstairs. The gorgeous house is with walking distance to the famous sentinel secondary school, chartwell elementary and transportation. Excellent opportunity for buyer and investment. Open House on Sun(15th Feb) 2-4pm
",,,,,Unknown,Unknown (Finished),3,6 total,,,,,,Detached,,,,,,,8,Car-Dependent,Wells Peng,604-518-2896,New Coast Realty (Richmond),#203 - 7080 River Rd,Richmond,BC,V6X1X5,604-370-2023,604-370-2017
Robin Wilke,V1101775,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15262630,,1192 W 26th Ave,Vancouver,BC,V6H2A7,"$6,498,000.00",V1101775,Single Family,House,,,Freehold,7250,Sq Ft,,,,"GORGEOUS NEW RESIDENCE in Shaughnessy! This SPECTACULAR HOME offers over 5000 SF of spacious living w/extensive custom millwork/granite & attention to detail throughout. Features 10' high ceilings, high end chandeliers, H/W & marble flooring, chef's kitchen & wok kit w/high end WOLF/SUBZERO S/S appls, office on main, HRV, A/C. Upstairs w/4 bdrms, all ensuites. Spa like master ensuite. BRIGHT VERSATILE BSMT w/wet bar & wine rm, home theatre, huge recreation rm & billiards area, steam/sauna rm & 3 guest bdrms. SUNNY PATIO off breakfast area/family room great for BBQ's. 3 car garage, lush manicured south facing yard. Walking distance to Shaughnessy Elem, York House & Little Flower private schools.
","Recreation, Shopping","Central location, Wet bar, Trash compactor",,,Unknown,Full (Unknown),7,7 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,74,Very Walkable,Imran Ali,604-616-5553,Sutton Grp-West Coast (Brdwy),#301 - 1508 West Broadway,Vancouver,BC,V6J1W8,604-714-1700,604-738-1888
Robin Wilke,V1102177,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15272709/-1403-277-THURLOW-ST-Van...,,#1403 277 Thurlow St,Vancouver,BC,V6C0C1,"$4,200,000.00",V1102177,Single Family,Apartment,,,Strata,,,,,,"This stunning south/west east facing home is located in exclusive Three Harbour Green, Coal Harbour's finest waterfront development. Designed by IBI architects and built by Aspac Developments, it comes with the ultimate in custom interior finishings including Kube Kitchen by Snaidero of Italy, 10 foot ceilings, luxurious bathrooms by L'O di Giotto and Move of Italy closets. This home has two patios including one over 200 square ft with an outdoor gas fireplace. Amenities include an exclusive club with squash court, virtual golf, movie theatre, indoor pool, swirlpool, sauna and yoga room. Park your vehicles in your own private two car, heated, underground garage.
","Marina, Recreation, Shopping","Central location, Trash compactor",,,Unknown,None (Unknown),3,2,,"Air Conditioned, Unknown",,,,,,,,,,,96,Walker's Paradise,Dale Mounzer,778-875-8011,Macdonald Realty Ltd,1050 Howe St,Vancouver,BC,V6Z1P5,604-689-5115,604-689-5665
Robin Wilke,V1102277,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15272629,,2840 - 2842 W 1st Ave,Vancouver,BC,V6K1H4,"$8,998,000.00",V1102277,Single Family,Duplex,,,Strata,568.5664,m2,,,,"Bold & Chic! This 3-storey architectural duplex residence, designed by renowned Nick Sully, captures panoramic mountain, water & city views on the picturesque Vancouver Golden Mile. Over 4,400 square ft of open-concept seaside living. Detailed craftsmanship incl exposed Douglas Fir plate high ceilings & matching select-grade wood cabinetry & indoor/outdoor joint living seamlessly with x-high bi-fold doors. Total of 5 bdrms, 5 baths, an office, a den, two stylish kitchens with high end appls & carefree Casesarstone counters. Radiant concrete flrs, in-house elevator, expansive windows, lots of skylights & natural light thru-out. Located on a N/S 40' x 153' manicured garden lot. A short stroll to Kits beach, eateries & W 4th Ave shopping. Both Duplexes also Listed Separately on MLS as Attached for Sale - V110499 & V1104995.
","Marina, Recreation, Shopping","Central location, Cul-de-sac, Elevator",,,Unknown,Unknown (Finished),5,5 total,,,,,,,,,,,,,90,Very Walkable,Manyee Lui,604-263-9988,Macdonald Realty,2105 West 38th Ave,Vancouver,BC,V6M1R8,604-263-9988,604-266-3514
Robin Wilke,V1102318,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15272756/5812-EAGLE-ISLAND-West-V...,,5812 Eagle Island,West Vancouver,BC,V7W1V5,"$4,358,000.00",V1102318,Single Family,House,,,Freehold,16551,Sq ft,,,,"A World Class spectacular own private Waterfront & overlooking the glimmering ocean & West Van's coastline. Home was substantially rebuild in 2008, almost like new. Situated on 16,000 sq.ft lot with 4500 sq.ft of living space with 5bdrms, an unexpectedly large master bdrm w/180 degree ocean views, the large gourmet Kitchen also takes advantage of the SE exposure with top of the line appliances. Entertain dining room, separate E/A, adj DR with vaulted ceilings & paneled walls, spacious LR with French doors & a private study. All rms open out to sparkling views from gorgeous seaside terraces, sundrenched gardens & miles of entertainment patios. Wonderfully private home!
",,Embedded oven,,,Unknown,Full (Unknown),5,5 total,,,,,,Detached,,,,,,,6,Car-Dependent,Wells Peng,604-518-2896,New Coast Realty (Richmond),#203 - 7080 River Rd,Richmond,BC,V6X1X5,604-370-2023,604-370-2017
Robin Wilke,V1102480,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15281317/5612-TRAFALGAR-ST-Vanco...,,5612 Trafalgar St,Vancouver,BC,V6N1C3,"$4,688,000.00",V1102480,Single Family,House,,,Freehold,8110.5,Sq ft,,,,"New custom built 6 star hotel-like residence in the most sought-after Kerrisdale neighborhood. This over 8100 sq.ft. lot is situated on a wide quiet street yet only walking distance to Kerrisdale eateries & shopping. The whole house offers 4605 sq.ft. of functional layout space, an open-concept living & dining area, contemporary gourmet kitchen walking out to an unique, beautiful courtyard, entertainment-sized family room with a 11'6"" high ceiling. An enormous gorgeous master bedroom suite with spa-like ensuite and vaulted ceiling, plus 3 well-sized secondary bedrooms. Basement consists of 2 extra bedrooms/den, a massive game room, media room, sauna, steam room, wine cellar and exercise room to entertain your guests. Top school catchment - walking distance to Crofton Manor, Point Grey Secondary and Kerrisdale Elementary. Close proximity to top private schools. Exceptional and stunning to see! OPEN HOUSE May 31 SUN 2-4pm
","Recreation, Shopping","Central location, Wet bar",,,Unknown,Full (Finished),6,6 total,,,,,,Detached,,,,,,,83,Very Walkable,Danny Deng,604-737-8865,RE/MAX Select Properties,5487 West Blvd,Vancouver,BC,V6M3W5,604-737-8865,604-737-8512
Robin Wilke,V1102548,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15281335/4147-CYPRESS-CR-Vancouver...,,4147 Cypress Cr,Vancouver,BC,V6J4L4,"$4,198,000.00",V1102548,Single Family,House,,,Freehold,7988,Sq ft,,,,"Redesigned by Chart & Pat McCulloch this gorgeous family home has been completely updated to the highest standards. Luxuries abound with coffered ceilings, recessed lighting & inlaid hardwood in the living & dining rooms, stunning chefs' kitchen & inviting family room that leads to the huge patio with full outdoor kitchen. The completely private yard boasts an impressive stone clad pool & fountain, spa, fire pit & outdoor shower. Soaring ceilings, a huge walk-in closet & marble bath complete the fabulous master suite. AC upstairs, tons of built-in storage, new windows, the best appliances. Walk to Shaughnessy Elementary, York House, Little Flower Academy & Prince of Wales Schools. THIS HOME FEELS LIKE NEW!
",,,,,Unknown,Full (Finished),4,4 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,57,Somewhat Walkable,"Bruce P Warner
Lynn A Johnson
Vita C Kains","604-802-0678
604-644-2858
604-970-2674",Macdonald Realty Ltd,2105 W 38th Ave,Vancouver,BC,V6M1R8,604-263-1911,604-266-3514
Robin Wilke,V1103145,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15291245,,4958 Horstman Ln,Whistler,BC,V0N1B4,"$6,999,000.00",V1103145,Single Family,House,,,Strata,17139,Sq ft,,,,"Horstman Estates is by far Whistler's finest location; within close proximity to ski-in/ski-out access on Blackcomb Mountain. Words cannot describe the wonderful finishes and features of this immaculate Chalet. The neighbouring lot is available to purchase in order to create a truly private estate property located within walking distance to Lost Lake. Take in the outstanding mountain views from your vast deck space, relax in your very own private pool & hot tub located amongst the properties stunning landscaping, and stroll down your very own stone walkway to your properties private gate to be in the heart of the Upper Village. With an open concept main floor plan; great for entertaining.
","Golf Course, Recreation","Central location, Cul-de-sac, Private setting",,,Unknown,Unknown (Finished),6,7 total,,,,,,Detached,,,,,,,41,Car-Dependent,Maggi Thornhill,604-905-8199,Thornhill Real Estate Group,#325 - 2063 Lake Placid Rd,whistler,BC,V0N1B2,604-932-1875,604-932-1878
Robin Wilke,V1103234,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15291194/2905-W-37TH-AV-Vancouver-...,,2905 W 37th Ave,Vancouver,BC,V6N2T8,"$4,780,000.00",V1103234,Single Family,House,,,Freehold,7736,Sq ft,,,,"Step Inside New 2015 Built (2-5-10 New Home Warranty) Spectacular Designer Craftsmen-Style 7 Bed, 8 Bath, 5,339SQFT Home, (W' 960SQFT 2 Bed 2 Bath Suite), 36' X 22"" 3-Car Garage (4 cars total) on 60' Wide 7,736SQFT ""Corner Lot"" In Highly Prized Mackenzie Heights/Kerrisdale! Beautiful Choices in Interior Finishings. Warm, Westcoast Feel Throughout & Latest Amenities Desired Including Stylish Wok Kitchen, Soaker Tub, Steam Room, Large Walk-In Closet (All Closets Built-In) Coffered Ceilings, Extensive Wainscoting, Wolf & Euro Appliances, Home Theatre, Entertainment Bar, Security Cameras, Home Automation, LED Lights & Energy Efficient Radiant In- Floor Heating & Heat Pump/Air Conditioning, Brushed Oak Floors, Wool Carpets Upstairs! Best Schools & Amenities Close. A Prestigious Offering. Welcome Home!
","Golf Course, Marina, Recreation, Shopping","Central location, Garbage disposal unit, Embedded oven",,,Separate entrance,Full (Finished),8,7 total,,Air Conditioned,,,,Detached,,,,,,,62,Somewhat Walkable,Michael J Dowling,604-787-5568,RE/MAX Crest Westside,#2 - 1012 Beach Ave,Vancouver,BC,V6E1T7,604-684-6155,604-684-4155
Robin Wilke,V1103720,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15298887/3851-SUNRIDGE-CRT-CT-Wh...,,3851 Sunridge Crt Cr,Whistler,BC,V0N1B3,"$4,688,000.00",V1103720,Single Family,House,,,Strata,15468,Sq ft,,,,"A sensational luxury custom log home situated on a trophy view estate property, perched high on the most prestigious Sunridge Plateau, boasting magnificent views of Whistler Valley, the golf course and majestic snowcapped mountains! This is truly the epitome of Whister living! This four bedroom ultra-luxurious custom built log home offers approx. 5,000 sq.ft. of expansive living on 3 spacious levels. The exceptional quality & craftsmanship is evident throughout the entire home. This beautifully appointed luxury mountain residence is located adjacent to the ski slopes and walking distance to Whistler Village.
","Golf Course, Shopping, Ski hill","Central location, Cul-de-sac",,,Unknown,Full (Finished),5,4 total,,,,,,Detached,,,,,,,2,Car-Dependent,Malcolm Hasman,604-290-1679,Angell Hasman,1555 Marine Dr,West Vancouver,BC,V7V1H9,604-921-1188,604-921-1199
Robin Wilke,V1104242,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15310129/4888-TRAFALGAR-ST-Vanco...,,4888 Trafalgar St,Vancouver,BC,V6L2M9,"$4,380,000.00",V1104242,Single Family,House,,,Freehold,7420,Sq ft,,,,"BEAUTY & STYLE! Over $1 Million spent on rebuilding this 4 split level elegant home: a showcase of hi-tech and highest level of architecture & interior design - rain screened rock stucco wall, commercial grade aluminum windows, 17' high ceiling and remarkable 17'high feature wall in the open plan foyer, bleach oak hardwood floor with radiant heat, Spanish & Italian porcelain tiles, wireless fireplaces, top German appliances, spa quality bathrooms, and an abundance of natural light fused with a clean and modem design throughout gives the feeling of a personal sanctuary. Enjoy more privacy/comfort in the master bedroom with its own private deck, overlooking the beautiful city and mountain view. P. W. Secondary/Trafalgar Elem
",Recreation,"Central location, Embedded oven",,,Unknown,Unknown (Finished),7,5 total,,Unknown,,,,Detached,,,,,,,57,Somewhat Walkable,Sandra Li,778-322-7286,New Coast Realty (Richmond),#203 - 7080 River Rd,Richmond,BC,V6X1X5,604-370-2023,604-370-2017
Robin Wilke,V1104283,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15662861/3268-W-26TH-AV-Vancouver-...,,3268 W 26th Ave,Vancouver,BC,V6L1W1,"$4,590,000.00",V1104283,Single Family,House,,,Freehold,6513,Sq ft,,,,"Custom built quality home with contemporary and functional design in desirable MacKenzie Heights on a 50'x130' lot with 4555 sf of living area. Open plan on M/F with high ceiling, big windows, 2'x2' marble flooring and crystal chandelliers throughout. Gourmet kitchen/Wok kitchen equipped with high-end Miele appliances. Generous family room overlooking south facing landscaped garden and patio. 4 bedrooms up all with ensuites and hardwood flooring. Private sundeck off master bedroom for quiet enjoyment. Basement features hugh rec room, media room, wet bar, wine cellar and two bedrooms. The best school catchment: Prince of Wales Sec. School and Kitchener Elem. School. Close to Crofton House, and St. George's private schools, UBC, Dunbar Community Centre, bus and shops. Don't miss this fabulous family home in a great location.
","Golf Course, Shopping, Recreation",Central location,,,Unknown,Full (Unknown),7,6 total,,Air conditioned,,,,Detached,,,,,,,71,Very Walkable,Elke Lee,604-657-2616,Macdonald Realty Ltd,2105 W 38th Ave,Vancouver,BC,V6M1R8,604-263-1911,604-266-3514
Robin Wilke,V1104287,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15314592/6587-GRANVILLE-ST-Vancou...,,6587 Granville St,Vancouver,BC,V6P4X1,"$4,000,000.00",V1104287,Single Family,House,,,Freehold,12111,Sq ft,,,,"Potential Land Assembly of 11 lots with 735' frontage & site area of 135,032 sqft. Subject site is located on the west side of Granville Street between W.49th & W.52nd. Potential 156,637 of Building Area. Incredible opportunity to create an amazing development.",Shopping,Central location,,,Unknown,Full (Unknown),1,0,,,,,,Detached,,,,,,,35,Car-Dependent,William Lew,604-862-1966,Macdonald Realty Ltd,2105 W 38th Ave,Vancouver,BC,V6M1R8,604-263-1911,604-266-3514
Robin Wilke,V1104291,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15314560/6709-GRANVILLE-ST-Vancou...,,6709 Granville St,Vancouver,BC,V6P4X1,"$4,000,000.00",V1104291,Single Family,House,,,Freehold,12111,Sq ft,,,,"Potential Land Assembly of 11 lots with 735' frontage & site area of 135,032 sqft. Subject site is located on the west side of Granville Street between W.49th & W.52nd. Potential 156,637 of Building Area. Incredible opportunity to create an amazing development.",Shopping,Central location,,,Unknown,Full (Unknown),1,0,,,,,,Detached,,,,,,,35,Car-Dependent,William Lew,604-862-1966,Macdonald Realty Ltd,2105 W 38th Ave,Vancouver,BC,V6M1R8,604-263-1911,604-266-3514
Robin Wilke,V1104865,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15318834,,920 Pyrford Rd,West Vancouver,BC,V7S2A1,"$6,680,000.00",V1104865,Single Family,House,,,Freehold,26450,Sq ft,,,,"The most elegant majestic mansion in prestige British Properties on a 26,450 square ft lot surrounded by evergreen trees. The elegant foyer spills into luxury designed living rm and dining rm. Kitchen cleverly extended into family rm sandwiched between a wall to wall window with a view of front garden and back swimming pool. The pool equipped with infinity edge Hot Tub. Upstairs master bdrm is like a mansion within a mansion, complete with a fireplace and a 5 star bathrm with balcony overlook the city view plus 3 large ensuited bedrooms with vaulted ceilings. The lower level has rec room/media room, wet bar, gym, wine cellar & 2 bedrooms with ensuite. A pleasure to show.
",,,,,Unknown,Full (Unknown),8,6 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,6,Car-Dependent,Andy Chu,604-657-8326,Regent Park Fairchild Realty Inc,#2275 - 3700 No 3 Rd,Richmond,BC,V6X3X2,604-606-8188,604-606-8133
Robin Wilke,V1104995,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15321797/2842-W-1ST-AV-Vancouver-Br...,,2842 W 1st Ave,Vancouver,BC,V6K1H4,"$4,390,000.00",V1104995,Single Family,Duplex,,,Strata,,,,,,"Bold and Chic. This half duplex unit, designed by renonwed Nick Sully, captures mountain and city views on the picturesque Vancouver Golden Mile. Open-concept seaside living. Detailed craftsmanship incl. expose Douglas Fir plate high ceilings and matching select-grade wood cabinetry & indoor/outdoor joint living seamlessly w/extra high bi fold doors. 3 bdrms, 3 baths and a study. Stylish kitchen with high end appliances & carefree caesarstone counter. Radiant concrete floors, expansive windows, lots of skylights & natural light thru-out. A short stroll to Kits. Beach, eateries & W. 4th ave shopping. Other half-duplex, 2840 W 1st Ave also Listed on MLS for Sale, V1104999 /Both Duplexes also Listed as Multi-Family, V1102277.
",Shopping,Central location,,,Unknown,Full (Unknown),3,3 total,,,,,,,,,,,,,91,Walker's Paradise,Manyee Lui,604-263-9988,Macdonald Realty,2105 West 38th Ave,Vancouver,BC,V6M1R8,604-263-9988,604-266-3514
Robin Wilke,V1104999,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15321845/2840-W-1ST-AV-Vancouver-Br...,,2840 W 1st Ave,Vancouver,BC,V6K1H4,"$4,598,000.00",V1104999,Single Family,Duplex,,,Strata,,,,,,"Bold & chic. This upper unit of duplex, designed by renowned Nick Sully, captures mountain & city views on the pictureque Vancouver Golden Mile. Open concept seaside living. Detailed craftsmanship incl. expose Douglas Fir plate high ceilings & matching select grade wood cabinetry & indoor/outdoor joint living seamlessly w/extra high bi fold doors. 2 bdrms/2 bths & an office. Stylish kit w/high end appls & carefree caesarstone counter. Radiant concrete flrs, in-hse elevator, expansive windows, lots of skylights & natural light thru-out. A short stroll to Kits. Beach, eateries & W 4th Ave shopping. Other half-duplex, 2842 W 1st Ave also Listed on MLS for Sale, V1104995 /Both Duplexes also Listed as Multi-Family - V1102277.
",Shopping,"Central location, Elevator",,,Separate entrance,Unknown (Unknown),2,2 total,,,,,,,,,,,,,90,Walker's Paradise,Manyee Lui,604-263-9988,Macdonald Realty,2105 West 38th Ave,Vancouver,BC,V6M1R8,604-263-9988,604-266-3514
Robin Wilke,V1105177,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15327278/1109-HIGHLAND-DR-West-V...,,1109 Higland Dr,West Vancouver,BC,V7S2H2,"$4,220,000.00",V1105177,Single Family,House,,,Freehold,12540,Sq Ft,,,,"Luxurious European style 2002 built home in prestigious British Properties. Step onto the property on the spacious leveled driveway with city & ocean views. Beautifully finished throughout the home with high ceiling on main floor & custom built open kitchen with top appliances. French doors open to a lovely tiled porch & private backyard for entertaining with views of the city. The basement is fully completed with quality finishes, perfect for inlaws & a media room for family entertainment. Hardwood floors on the main floor & basement level, built in vacuum system, & in floor radiant heating throughout the home are just some features of this 6 bedroom home. Call for your private viewing & please allow 24 hrs notice.
","Golf Course, Recreation, Shopping, Ski hill",Embedded oven,,,Unknown,Unknown (Finished),5,6 total,,,,,,Detached,,,,,,,4,Car-Dependent,Aki Li Foster,604-671-6269,Macdonald Realty,1575 Marine Dr,West Vancouver,BC,V7V1H9,604-926-6718,604-925-0828
Robin Wilke,V1105289,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15327113/1928-NELSON-AV-West-Vanc...,,1928 Nelson Ave,West Vancouver,BC,V7V2P4,"$4,288,000.00",V1105289,Single Family,House,,,Freehold,20737,Sq Ft,,,,"Unique gated private estate on a quiet cul-de-sac in central Ambleside with ocean view. Half an acre of a beautifully landscaped property that features a stunning modern style home with 5 bedrooms (4 with ensuite bathrooms), a four car garage, a large gourmet kitchen and wraparound decks. Perfect for entertaining! A second kitchen and space for an extended family too. Walking distance to schools. Irreplaceable!!
","Recreation, Shopping, Ski hill","Central location, Cul-de-sac",,,Unknown,None (Unknown),6,5,,,,,,Detached,,,,,,,33,Car-Dependent,Sean J Hulscher,604-671-5313,Angell Hasman & Assoc. Realty,1555 Marine Dr,West Vancouver,BC,V7V1H9,604-921-1188,604-921-1199
Robin Wilke,V1105996,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15336141,,4526 Connaught Dr,Vancouver,BC,V6J4E2,"$6,980,000.00",V1105996,Single Family,House,,,Freehold,14332,Sq Ft,,,,"Heart of Vancouver- Shaughnessy. Custom built 6300 sqft luxurious mansion located in over 14000sqft lot, high ceiling foyer w/grand chandelier, classy tile floor and detailed moldings throughout, gourmet+wok kitchens granite countertop island, w/high-end appliances, air-conditioning, HRV. 2 Deluxe masters+2 huge ensuites bedrooms, huge walk-in closet & jacuzzi tub. Basement with living room, kitchen, and 4 huge bedrooms, media+gym rooms, Covered porch off the nook great for entertaining & BBQ. Landscaped garden & 4 car garage with security gate. Steps away from York House, Shaughnessy Elem & little flower private schools. Quiet location and close to everything. A pleasure to show!!!
",,,,,Unknown,Unknown (Finished),8,8 total,,,,,,Detached,,,,,,,44,Car-Dependent,Shawna Lo,604-809-6997,Macdonald Realty Westmar,#203 - 5188 Westminster Hwy,Richmond,BC,V7C5S7,604-279-9822,604-279-1887
Robin Wilke,V1106471,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15343243/-1501-8280-LANSDOWNE-RD...,,#1501 8280 LANSDOWNE RD,Richmond,BC,V6X0B2,"$4,500,000.00",V1106471,Single Family,Apartment,,,Strata,,,,,,"The most magnificent penthouse unit in ""Versante"". Enjoy the 360 degree panoramic view from 2 balconies. Unique interior design and decoration. Over 3,700 SF living space features huge living rm, dining rm, family rm, office, and rarely seen 2 kitchens design: 1 is a wok kitchen with a pantry over 100 SF. All 3 bedrooms have ensuite bathroom. Hugh Master BR with 2 walk-in closet, 6 pieces ensuite, and own private balcony with over 300 SF. Radiant heat in all ensuites and kitchens; air conditioning through out the unit. Gigantic North side balcony with almost 1,500 SF viewing the Northshore mountains and city. The most central & convenient location, steps to Lansdowne Mall, close to skytrain, restaurants, & everything you need!
",,Elevator,,,Unknown,None (Unknown),4,3,,Air Conditioned,,,,,,,,,,,80,Very Walkable,"Carl Chu
Shelly S Fu","604-518-1988
604-760-6090","RE/MAX Westcoast
Sutton Group West Coast","#110 - 6086 Russ Baker Way
7547 Camble St","Richmond
Vancouver","BC
BC","V7B1B4
V6P3H6","604-273-2828
604-322-3000","604-279-8002
604-322-9399"
Robin Wilke,V1106553,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15343477,,6812 Arbutus St,Vancouver,BC,V6P5S7,"$6,988,000.00",V1106553,Single Family,House,,,Freehold,21945,Sq Ft,,,,"RARE OPPORTUNITY ! INCREDIBLE PROPERTY FOR HOLDING OR BUILD YOUR DREAM HOME ON THIS HUGE LEVEL LOT IN PRESTIGIOUS SW MARINE LOCATION. NOTE LOT SIZE 95 X 231 (21,945 SQ. FT.) House built in 1941, over 4,000 sq.ft. very well kept. Features grand principal rooms on the main level, total 4 bedroom, 3.5 baths, gourmet kitchen over looking extra deep back yard with eastern exposure. CLOSE TO MAGEE HIGH SCHOOL, MAPLE GROVE ELEMENTARY, UBC, CROFTON, ST. GEORGES PRIVATE SCHOOL, SHOPPING & BUS. MUST SEE !",,,,,Unknown,Partial (Partially finished,4,3 total,,,,,,Detached,,,,,,,68,Somewhat Walkable,Victor Y Kwan,604-649-2727,RE/MAX Select Properties,5487 West Blvd,Vancouver,BC,V6M3W5,604-737-8865,604-737-8512
Robin Wilke,V1106593,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15343467/4575-GRANVILLE-ST-Vancou...,,4575 Granville St,Vancouver,BC,V6H3M1,"$4,580,000.00",V1106593,Single Family,House,,,Strata,17500,Sq Ft,,,,"Charming character home at Granville & Connaught in prestigious Shaughnessy! Original 1953 but substantially renovated in 2011. Almost 6,200 square ft custom quality craftsman & fine workmanship home situated on a magnificent 100'x175' lot. Main floor features a gorgeous family, living & dining room, an updated granite & stainless steel kitchen with eating area, plus a spacious recreation room with wet bar. Upper level features 5 bedrooms including an extra large master with spa-like ensuite. Renovations include: windows, flooring, carpet, doors, lighting, interior & exterior paint throughout. Beautifully landcaped with outdoor pool & park-like private backyard.
",Shopping,Central location,,,Unknown,Unknown (Finished),8,6 total,,,,,,Detached,,,,,,,44,Car-Dependent,Na An,604-290-7798,Royal Pacific Realty Corp,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1106596,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15343469/6841-CYPRESS-ST-Vancouver...,,6841 Cypress St,Vancouver,BC,V6P5L9,"$4,290,000.00",V1006596,Single Family,House,,,Freehold,8580,Sq Ft,,,,"The popular Kerrisdale location house, quiet neighborhood, large lot, gorgeous street appeal. Top Schools around- Magee Secondary, Maple Grove Elementary, Crofton House and St. George's. Value is mainly in land.",,,,,Unknown,Full (Unknown),2,3 total,,,,,,Detached,,,,,,,65,Somewhat Walkable,Claire Yu,778-889-7260,Homeland Realty,#200 - 8168 Granville St,Vancouver,BC,V6P4Z4,604-263-7833,604-263-7855
Robin Wilke,V1107111,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15354316/6250-BLENHEIM-ST-Vancouv...,,6250 Blenheim St,Vancouver,BC,V6N1R4,"$4,338,000.00",V1107111,Single Family,House,,,Freehold,9429.75,Sq Ft,,,,"SOUTHLAND'S CLASSIC GEORGIAN RETREAT!! Walk to the stables, Point Grey Golf Course, and Crofton School from your home!! This 4599 sqft home has a clean contemporary finish with a classic feel. The driveway and stylish 3 car garage give you the feel of an estate-like home. There is plenty of yard space in your private yard and generous parking for more cars in the back if you wish. There are 4 bedrooms and 3 baths up with a reading nook or open homework area up as well. The house is fully equipped with Control 4 and A/C and wired for sound throughout. The basement is set up for a full media system if you would like, and a wonderful legal suite complete with separate address and access. This is a home for you.
","Recreation, Shopping","Central location, Embedded oven",,,Unknown,Full (Unknown),6,5 total,,Unknown,,,,Detached,,,,,,,53,Somewhat Walkable,Bryan K Velve,604-880-6117,RE/MAX Crest Realty Westside,3215 Macdonald St,Vancouver,BC,V6L2N2,604-732-1336,604-732-0012
